category,image,name,price
小八,image528.png,C賞可麗餅公仔掛飾-小八,328
usagi,image529.png,C賞可麗餅公仔掛飾-usagi,338
吉伊,image530.png,抽賞可麗餅正方巾-吉伊,68
小八,image531.png,抽賞可麗餅正方巾-小八,78
usagi,image532.png,抽賞可麗餅正方巾-usagi,88
吉伊,image533.png,抽賞可麗餅造型毛巾-吉伊,68
小八,image534.png,抽賞可麗餅造型毛巾-小八,78
usagi,image535.png,抽賞可麗餅造型毛巾-usagi,88
usagi,image536.png,惡魔娃(景品)-usagi,168
飛鼠,image537.png,惡魔娃(景品)-飛鼠(無牌),158
栗子,image538.png,惡魔娃(景品)-栗子,138
小八,image539.png,天使娃(景品)-小八,158
獅薩,image540.png,天使娃(景品)-獅薩,118
usagi,image541.png,圓形貼紙-usagi,38
飛鼠,image542.png,圓形貼紙-飛鼠(藍),38
吉伊,image543.png,圓形貼紙-吉伊(粉底舉手),28
吉伊,image544.png,圓形貼紙-吉伊(小熊袋),28
弓人竹廿十,image545.png,圓形貼紙-飛鼠(粉),25
吉伊 小八 usagi,image546.png,圓形貼紙-吉伊+小八+usagi,28
吉伊,image547.png,圓形貼紙-吉伊(藍底舉手),28
盲抽/盲盒,image548.png,Chiikawa X 麥當勞聯動貼紙,30
usagi,image549.png,雷門usagi娃,158
小八,image550.png,天使娃(大景品)-小八,108
吉伊,image551.png,生日皇冠娃(大景品)-吉伊,100
吉伊,image552.png,東京手信娃-吉伊,88
小八,image553.png,生日皇冠娃(大景品)-小八,108
吉伊,image554.png,壽司娃-吉伊(師父),138
usagi,image555.png,睡衣usagi,158
吉伊,image556.png,飲品娃-吉伊,68
小八,image557.png,魔法少女娃-小八(黑),148
獅薩,image558.png,掛飾-獅薩,18
獅薩,image559.png,獅薩祭襟章-獅薩,38
栗子,image560.png,獅薩祭T襟章-栗子,28
栗子,image561.png,魔法少女襟章-栗子(討伐),28
那孩子,image562.png,惡魔小立牌-那孩子,28
吉伊,image563.png,太陽魚娃-吉伊,118
usagi,image564.png,阪神合作徽章-usagi,238
吉伊,image565.png,阪神合作徽章-吉伊,198
飛鼠,image566.png,聖誕襪-飛鼠,48
usagi,image567.png,聖誕襪-usagi,48
小八,image568.png,聖誕襪-小八,38
吉伊,image569.png,聖誕襪-吉伊,28
吉伊,image570.png,JR合作貼紙-吉伊(普),48
小八,image571.png,JR合作貼紙-小八(普),58
usagi,image572.png,JR合作貼紙-usagi(普),68
吉伊,image573.png,JR合作貼紙-吉伊(推車),58
小八,image574.png,JR合作貼紙-小八(乘客),48
usagi,image575.png,JR合作貼紙-usagi(乘客),58
吉伊,image576.png,Softbank合作貼紙-吉伊,48
小八,image577.png,Softbank合作貼紙-小八,58
usagi,image578.png,Softbank合作貼紙-usagi,68
飛鼠,image579.png,Softbank合作貼紙-飛鼠,58
獅薩,image580.png,Softbank合作貼紙-師薩,48
栗子,image581.png,Softbank合作貼紙-栗子,48
usagi,image582.png,罐頭徽章-usagi,48
古本,image583.png,方型貼紙-古本,18
獅薩,image584.png,方型貼紙-師薩,18
栗子,image585.png,方型貼紙-栗子,18
小八,image586.png,睡衣手指娃(景品)-小八,98
吉伊,image587.png,睡衣手指娃(景品)-吉伊,88
usagi,image588.png,睡衣手指娃(景品)-usagi,118
usagi,image589.png,阪急限定娃S-usagi,1588
小八,image590.png,阪急限定娃S-小八,988
栗子,image591.png,京都伏見章-栗子#2,28
古本,image592.png,京都伏見系列-徽章-古本#2,28
吉伊 小八 usagi,image593.png,罐頭型徽章-(食炒菜)吉伊&小八,30
栗子,image594.png,飯店徽章-栗子,58
吉伊 小八 usagi,image595.png,飯店徽章-三小只,38
吉伊,image596.png,飯店徽章-吉伊(包),48
小八,image597.png,飯店徽章-小八(外賣),50
吉伊,image598.png,阪急限定娃S-吉伊,888
吉伊,image599.png,韓國限定徽章-吉伊(大字),28
吉伊,image600.png,韓國限定徽章-吉伊(笑哭),28
吉伊,image601.png,韓國限定徽章-吉伊(嗚…),28
吉伊,image602.png,韓國限定徽章-吉伊(氣),28
吉伊,image603.png,韓國限定徽章-吉伊(討伐棒),28
吉伊,image604.png,韓國限定徽章-吉伊(普),28
吉伊,image605.png,福井縣公仔掛飾-吉伊,88
吉伊,image606.png,東京晴空塔娃-吉伊,88
小八,image607.png,群馬縣公仔掛飾-小八,98
usagi,image608.png,萬聖誕景品娃-usagi,158
飛鼠,image609.png,萬聖誕景品娃-飛鼠,138
吉伊 小八 usagi,image610.png,2024新年正方大徽章-三小只,28
吉伊,image611.png,2024新年正方大徽章-吉伊(茄子),38
吉伊 小八 usagi 那孩子,image612.png,2024新年正方大徽章-三小只+那孩子,38
小八,image613.png,2024新年正方大徽章-小八,38
吉伊 小八,image614.png,2024新年正方大徽章-吉伊+小八,28
usagi,image615.png,布丁狗usagi頭飾夾set,218
usagi,image616.png,布丁狗usagi小袋,98
小八,image617.png,玉桂狗小八小袋,88
飛鼠,image618.png,飛鼠Kuromi景品娃,218
栗子,image619.png,栗子水怪景品娃,158
小八,image620.png,小八HelloKitty景品娃,198
吉伊,image621.png,吉伊Melody景品娃,188
usagi,image622.png,usagi布丁狗景品娃,218
栗子,image623.png,京都伏見系列-徽章-栗子#1,38
吉伊 小八 usagi,image624.png,罐頭徽章-三小只(粉),38
usagi,image625.png,心型金屬徽章-usagi,58
usagi,image626.png,金屬徽章-usagi(杯子蛋榚),68
盲抽/盲盒,image627.png,藏壽司第3彈磁貼盲抽,20
盲抽/盲盒,image628.png,藏壽司第3彈襟章盲抽,30
飛鼠,image629.png,藏壽司第3彈掛飾-飛鼠,90
小八,image630.png,藏壽司第3彈掛飾-小八,88
栗子,image631.png,藏壽司第3彈掛飾-栗子,68
吉伊,image632.png,藏壽司第3彈掛飾-吉伊,68
usagi,image633.png,藏壽司第3彈掛飾-usagi,98
吉伊,image634.png,木磁貼掛飾-吉伊,68
小八,image635.png,木磁貼掛飾-小八,78
飛鼠,image636.png,木磁貼掛飾-飛鼠,78
usagi,image637.png,罐頭徽章-usagi(布丁),58
吉伊,image638.png,膠質掛飾-吉伊(復活蛋),28
小八,image639.png,膠質掛飾-小八(比Yeah),28
小八,image640.png,膠質掛飾-小八(復活蛋),38
usagi,image641.png,北海道限定掛飾usagi,68
usagi,image642.png,兔兔賞E賞小公仔(睡覺),65
usagi,image643.png,兔兔賞E賞小公仔(呼),65
usagi,image644.png,兔兔賞E賞小公仔(垂耳),65
usagi,image645.png,兔兔賞E賞小公仔(鎚仔),65
usagi,image646.png,兔兔賞E賞小公仔(筷子),65
吉伊 小八 usagi,image647.png,罐頭徽章-三小只(章魚),38
吉伊 小八 usagi,image648.png,貼紙-三小隻(殭屍),38
usagi,image649.png,貼紙-usagi(垂耳),28
飛鼠,image650.png,貼紙-飛鼠(萬聖節),48
飛鼠,image651.png,貼紙-飛鼠(睇我),28
吉伊,image652.png,正方貼紙-吉伊(切髪),18
小八,image653.png,貼紙-小八(筷子+碗),33
吉伊,image654.png,貼紙-吉伊(切髪),38
小八,image655.png,貼紙-小八,28
小八 師傅,image656.png,罐頭徽章-小八+師傅,35
飛鼠,image657.png,磁貼-飛鼠(菇寄生),38
吉伊 小八 鎧甲人,image658.png,長方磁貼-吉伊+小八+鎧甲人,25
usagi,image659.png,磁貼-usagi(狗尾草),38
古本,image660.png,磁貼-古本,25
小八 usagi,image661.png,磁貼-小八+usagi(紅底),28
小八,image662.png,景品大頭娃掛飾-小八,68
usagi,image663.png,景品大頭娃掛飾-usagi,78
 飛鼠,image664.png,景品大頭娃掛飾-飛鼠,68
古本,image665.png,景品大頭娃掛飾-古本,38
飛鼠,image666.png,章魚魷魚D賞-飛鼠,65
栗子,image667.png,章魚魷魚D賞-栗子,48
小八,image668.png,惡魔小八色紙,18
小八,image669.png,Jleague徽章-小八,68
吉伊,image670.png,刺繡徽章-吉伊(睡衣),28
usagi,image671.png,刺繡徽章-usagi(睡衣),38
獅薩,image672.png,罐頭徽章-獅薩,30
吉伊 小八 usagi,image673.png,罐頭徽章-三小隻(栗子),38
吉伊 小八,image674.png,罐頭徽章-吉伊+小八(乳酪),38
usagi,image675.png,七夕公仔掛件-usagi,138
吉伊,image676.png,七夕公仔掛件-吉伊,118
小八,image677.png,七夕公仔掛件-小八,128
吉伊,image678.png,磁貼-吉伊(梳),30
吉伊,image679.png,磁貼-吉伊(粉底),30
吉伊 小八,image680.png,磁貼-吉伊+小八(粉藍底),28
吉伊 小八,image681.png,正方磁貼-吉伊+小八(小八跳舞),25
栗子,image682.png,磁貼-栗子(飲酒),38
小八 師傅,image683.png,磁貼-小八+師傅(黃底),38
栗子,image684.png,栗子+水瀨小手辦,48
栗子,image685.png,東京徽章-栗子,38
栗子,image686.png,餐廳亞克力小掛飾-栗子(料理長),58
栗子,image687.png,餐廳亞克力小掛飾-栗子(制),58
吉伊,image688.png,龍年公仔-吉伊,158
小八,image689.png,龍年公仔-小八,178
usagi,image690.png,龍年公仔-usagi,198
usagi,image691.png,刺繡徽章-usagi(坐),38
usagi,image692.png,刺繡徽章-usagi(趴),38
usagi,image693.png,扭蛋-usagi,28
usagi,image694.png,掛飾-usagi#1,28
usagi,image695.png,膠質掛飾-usagi(鎚仔),28
usagi,image696.png,夾子-usagi(鎚仔),18
usagi,image697.png,夾子-usagi(啦啦隊),18
吉伊 usagi,image698.png,立體掛飾-吉伊&usagi(章魚),28
栗子,image699.png,掛飾-栗子(宿醉),18
栗子,image700.png,掛飾-栗子(吃喝玩樂),25
古本,image701.png,膠質掛飾-古本,18
usagi,image702.png,流星襟章-usagi,58
usagi,image703.png,流星貼紙-usagi,58
usagi,image704.png,流星貼紙-usagi(捕蟲網),58
吉伊,image705.png,拉面透明小卡-吉伊第2彈,28
飛鼠,image706.png,拉面透明小卡-飛鼠,28
usagi,image707.png,拉面貼字-usagi,38
吉伊,image708.png,拉面貼字-吉伊,28
小八,image709.png,拉面貼字-小八,28
usagi,image710.png,拉面透明小卡-usagi,38
小八,image711.png,拉面透明小卡-小八第2彈,28
栗子,image712.png,水族館襟章-栗子,25
栗子,image713.png,膠質掛飾-栗子(比耶),25
栗子,image714.png,餐廳透明小卡-栗子,18
栗子,image715.png,拉面貼紙-栗子,48
栗子,image716.png,魔法少女小卡-栗子,10
飛鼠,image717.png,貼紙-飛鼠(壽司),28
飛鼠,image718.png,貼紙-飛鼠(朱古力),28
飛鼠,image719.png,小卡-飛鼠,10
飛鼠,image720.png,拉面貼紙-飛鼠,58
飛鼠,image721.png,正方形貼紙-飛鼠(pizza),38
集合,image722.png,拉面貼紙-集合,18
飛鼠,image723.png,MLB貼紙-飛鼠,48
飛鼠,image724.png,京都貼紙-飛鼠(薯),38
吉伊 小八 usagi,image725.png,E賞雪糕杯-A,78
吉伊 小八 usagi,image726.png,E賞雪糕杯-B,78
usagi,image727.png,E賞小碟-usagi(雪榚),88
小八,image728.png,E賞小碟-小八(雪榚),78
吉伊,image729.png,E賞小碟-吉伊(雪榚),68
usagi,image730.png,Cola聖誕裝飾-usagi,48
usagi,image731.png,毛絨小手辦-usagi,38
usagi,image732.png,小手辦-usagi(監獄),38
飛鼠,image733.png,藏壽司第3彈特典大扇-飛鼠,88
usagi,image734.png,藏壽司第3彈特典大扇-usagi,88
飛鼠,image735.png,膠質掛飾-飛鼠,38
飛鼠,image736.png,磁貼-飛鼠(粉),38
usagi,image737.png,圓形貼紙-usagi(綠),28
usagi,image738.png,圓形貼紙-usagi(黃),38
吉伊 小八,image739.png,圓形貼紙-吉伊&飛鼠,18
小八,image740.png,圓形貼紙-小八(長毛),28
吉伊,image741.png,圓形貼紙-吉伊(章魚),28
師父,image742.png,圓形貼紙-師父,28
usagi,image743.png,圓形貼紙-usagi(銅鑼燒),38
小八,image744.png,圓形貼紙-小八(吐舌),28
吉伊,image745.png,圓形貼紙-吉伊(粉),28
栗子 獅薩,image746.png,圓形貼紙-獅薩&栗子,28
小八,image747.png,墮天使小八娃,198
飛鼠,image748.png,惡魔BB娃-飛鼠,198
usagi,image749.png,惡魔BB娃-usagi,198
小八,image750.png,天使BB娃-小八,188
吉伊,image751.png,天使BB娃-吉伊,168
栗子,image752.png,惡魔BB娃-栗子,178
小八,image753.png,天使小八娃,188
usagi,image754.png,惡魔娃-usagi,198
吉伊,image755.png,天使吉伊娃,178
飛鼠,image756.png,惡魔娃-飛鼠,198
師父,image757.png,大頭蝴蝶結錢包-師父,58
栗子,image758.png,大頭蝴蝶結錢包-栗子,68
獅薩,image759.png,大頭蝴蝶結錢包-獅薩,58
usagi,image760.png,大頭蝴蝶結錢包-usagi,98
吉伊,image761.png,大頭蝴蝶結錢包-吉伊,78
小八,image762.png,大頭蝴蝶結錢包-小八,88
飛鼠,image763.png,大頭蝴蝶結錢包-飛鼠,88
古本,image764.png,大頭蝴蝶結錢包-古本,58
usagi,image765.png,全家貼紙-usagi,50
吉伊,image766.png,Sanrio小手辦-吉伊,58
那孩子,image767.png,膠質掛飾-那孩子,18
飛鼠,image768.png,膠質掛飾-飛鼠,28
usagi,image769.png,BB公仔掛飾-usagi,218
小八,image770.png,BB公仔掛飾-小八,188
古本,image771.png,BB公仔掛飾-古本,158
usagi,image772.png,BB大公仔-usagi,288
usagi,image773.png,BB usagi椰菜公仔掛飾,238
師父,image774.png,京都貼紙-師父(薯),38
usagi,image775.png,京都店員娃-usagi,188
小八,image776.png,京都店員娃-小八,178
吉伊,image777.png,京都店員娃-吉伊,158
usagi,image778.png,御守第2彈-usagi,90
小八,image779.png,御守第2彈-小八,90
飛鼠,image780.png,御守第2彈-飛鼠,90
吉伊,image781.png,御守第2彈-吉伊,90
栗子,image782.png,御守第2彈-栗子,90
獅薩,image783.png,京都貼紙-獅薩(薯),38
古本,image784.png,京都貼紙-古本(薯),38
師父,image785.png,京都磁貼-師父(薯),68
獅薩,image786.png,京都磁貼-獅薩(薯),68
usagi,image787.png,京都貼紙-usagi(薯),38
飛鼠,image788.png,京都貼紙-飛鼠(薯),38
小八,image789.png,京都貼紙-小八(薯),38
吉伊,image790.png,京都貼紙-吉伊(薯),38
栗子,image791.png,京都貼紙-栗子(薯),38
usagi,image792.png,京都磁貼-usagi(薯),68
飛鼠,image793.png,京都磁貼-飛鼠(薯),68
小八,image794.png,京都磁貼-小八(薯),68
古本,image795.png,京都磁貼-古本(薯),68
吉伊,image796.png,京都磁貼-吉伊(薯),68
栗子,image797.png,京都磁貼-栗子(薯),68
小八,image798.png,藏壽司第3彈特典壽司碟-小八,168
吉伊,image799.png,藏壽司第3彈特典壽司碟-吉伊,158
usagi,image800.png,藏壽司第3彈特典壽司碟-usagi,178
